#tecplot ASCII: /media/inigo/10740FB2740F9A1C/simulations/MembraneWing/run_tau_from_kratos/Outputs/airfoilSol.monitor.tmp.dat
### Reference values ##################################
# Reynolds_length       = 0.225
# Reference density     = 1.23657
# Reference temperature = 293.15
# Reference pressure    = 104059
# Speed of sound        = 343.238
# Angle alpha (degree)  = 6
# Angle beta (degree)   = 0
# Gas constant          = 287.06
### Initial values ####################################
# Reference Mach number = 0.11658
# Reference velocity    = 40.0147
### Geometric values ##################################
# Grid scale            = 1
# Relation area         = 0.00045
### Global values #####################################
# adaptation_level      =    0
# dimless_pointdata     =    0
# ndomains              =    1
#######################################################
TITLE="Monitoring file: /media/inigo/10740FB2740F9A1C/simulations/MembraneWing/run_tau_from_kratos/Outputs/airfoilSol.monitor.tmp.dat"
VARIABLES= "thistime" "Inner-iter" "Rrho" "Rrhovx" "Rrhovy" "Rrhovz" "RrhoE" "Rrhonue" "Max-Rrho" "X-max-Rrho" "Y-max-Rrho" "Z-max-Rrho" "C-lift" "C-drag" "C-sidef" "C-mx" "C-my" "C-mz" "Max-y+" "Angle-a" "MF(OUTLET)"

 0.005 1 165.016261784 268.032487642 1.9755774653e-11 78.3751896202 571.811025251 0.530685955545 8338.97496799 0.000508839916987 -0.002 -0.000985638330458 0.76829598158 0.586457693154 -5.85993976776e-08 -0.00364936557299 -61.3050031162 0.00223550803546 27.5425328646 6 0.196838815018
 0.005 2 145.949561862 143.790852999 1.05292190552e-11 37.9947675798 496.708543851 0.167784892117 7325.89185401 0.00151473449522 -1.06221027883e-19 -0.00173472103071 2.99075699315 1.35612003975 -2.8631764002e-07 -0.0137870622059 -235.913569453 0.00460268016101 25.8649719463 6 0.196838815018
 0.005 3 119.10157464 90.5852318905 9.77284973907e-12 42.8416109275 405.343296149 0.0575907013024 6531.06739193 0.00151473447296 -0.002 -0.00173472100254 4.94024729547 2.16582277553 -5.37010220853e-07 -0.0226766777744 -391.577138445 0.0072682096514 24.8107351867 6 0.196838815018
 0.005 4 80.7468834149 66.1625586612 8.00916949444e-12 47.6095070547 274.340966204 0.0220922945297 5424.30110617 0.00151473447296 -0.002 -0.00173472100254 4.92926203968 2.48998227896 -6.67954559203e-07 -0.0226735479026 -398.718604385 0.0086911314234 30.3436333706 6 0.196838815018
 0.005 5 51.2592800968 41.4995736885 3.06215050464e-12 40.8398031437 173.063106211 0.0095002804147 3835.05266938 0.00151473447296 -0.002 -0.00173472100254 3.61779536167 2.13364259562 -5.82519333688e-07 -0.0168292278467 -296.519195312 0.00772662934618 41.1419703243 6 0.196838815018
 0.005 6 37.2971549452 25.9760181111 1.35000553027e-12 33.4760708899 128.337140403 0.00453810438667 2542.98488927 0.00385453135965 -1.60886394637e-19 -0.00262747421949 3.31369839537 1.76232995367 -4.49267242209e-07 -0.0154964654442 -257.126951079 0.00624557190986 49.3786829996 6 0.196838815018
 0.005 7 22.9340342608 18.5555402416 1.65251348306e-12 25.4693407916 79.9724193788 0.00238775340438 1144.29892492 0.00385453135965 -1.60886394637e-19 -0.00262747421949 3.61012231876 1.69740023573 -4.17436321812e-07 -0.0167967238649 -273.513195888 0.00583099812348 55.1414116037 6 0.196838815018
 0.005 8 19.9147054996 12.0130894747 9.06300818993e-13 15.6718129028 70.0165290904 0.00136141502847 1337.06579035 0.00151473449522 -1.06221027883e-19 -0.00173472103071 3.7045107321 1.70345051568 -4.38625349741e-07 -0.017137625723 -286.207031219 0.00581192680221 59.9156706193 6 0.196838815018
 0.005 9 16.870055728 7.84839440769 5.05023229431e-13 13.0768973178 59.1013752054 0.000828907239136 1150.87675408 0.00265905918385 -0.002 -0.00224818775638 3.62413616348 1.62618230851 -4.39648163443e-07 -0.0167019612313 -283.773771604 0.00550813554636 64.4926865504 6 0.196838815018
 0.005 10 12.797760572 5.70061134006 5.33539700738e-13 11.4955915247 45.3703211256 0.00053207284237 870.591987293 0.00507518475907 -1.78521129383e-19 -0.00291547129355 3.56328471015 1.50587275786 -4.19252162675e-07 -0.016395768599 -276.675604062 0.00501102283251 68.8729926785 6 0.196838815018
